module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
Admin,TC_063,,AHC -> AHC HOD -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on AHC HOD   and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V5,Function 
Admin,TC_064,,AHC -> AHC REPORTS -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on AHC REPORTS  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V16,Function 
Admin,TC_065,,AHC -> AHC REPORTS -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on AHC REPORTS  and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V2,Function 
Admin,TC_066,,AHC -> AHCPHLEBOTOMIST -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on AHCPHILEBOTOMIST  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V11,Function 
Admin,TC_067,,AHC -> AHCPHLEBOTOMIST -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on AHCPHLEBOTOMIST and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V7,Function 
Admin,TC_068,,AHC -> BILLING EXECUTIVE -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on BILLING EXECUTIVE  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V16,Function 
Admin,TC_069,,AHC -> BILLING EXECUTIVE -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on BILLING EXECUTIVE  and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V2,Function 
Admin,TC_070,,AHC -> CONSULTANT -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on  CONSULTANT and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V11,Function 
Admin,TC_071,,AHC -> CONSULTANT -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on  CONSULTANT and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V7,Function 
Admin,TC_072,,AHC -> COORDINATOR -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on COORDINATOR  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V3,Function 
Admin,TC_073,,AHC -> COORDINATOR -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on COORDINATOR  and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V5,Function 
Admin,TC_074,,AHC -> DISEASE MANAGEMENT EXECUTIVE -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on DISEASE MANAGEMENT EXECUTIVE  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V3,Function 
Admin,TC_075,,AHC -> DISEASE MANAGEMENT EXECUTIVE -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on DISEASE MANAGEMENT EXECUTIVE  and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V17,Function 
Admin,TC_076,,AHC -> GENERAL PHYSICIAN -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on GENERAL PHYSICIAN  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V1,Function 
Admin,TC_077,,AHC -> GENERAL PHYSICIAN -> Delete Role,To verify the user able to Delete the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on GENERAL PHYSICIAN  and select Delete Role.
7.Enter  the Role Name and click on the “Delete” button.",Role Name should be Deleted Successfully,Manual,P1,Sankar,Critical,V2,Function 
Admin,TC_078,,AHC -> MEDICAL OFFICER -> Rename Role,To verify the user able to Rename the role.,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on External Service Tab and select Admin from the drop down.
4.Click on Navigation Menu -> Masters ->Roles -> AHC.
5.Expand  AHC.
6. Right click on MEDICAL OFFICER  and select Rename Role .
7.Enter  the Role Name and click on the “Rename” button.",Role name should be Rename,Manual,P1,Sankar,Critical,V3,Function 
